;set_id;ver_id;qry_text;qry_base;qry_type;qry_expansion;qry_rank
197833;3735;0;the temptations i can't get next to you karaoke;ARTIST_TITLE;UNIV;karaoke;3
197883;3735;0;i can't get next to you karaoke;TITLE;UNIV;karaoke;3
197933;3735;0;i can't get next to you live;TITLE;INDIV;live;4
197983;3735;0;the temptations i can't get next to you reaction;ARTIST_TITLE;UNIV;reaction;4
198033;3735;0;i can't get next to you reaction;TITLE;UNIV;reaction;4
198083;3735;0;i can't get next to you temptations live;TITLE;INDIV;temptations live;5
198133;3735;0;the temptations i can't get next to you remix;ARTIST_TITLE;UNIV;remix;5
198151;3735;0;i can't get next to you remix;TITLE;UNIV;remix;5
198201;3735;0;i can't get next to you babe;TITLE;INDIV;babe;6
198251;3735;0;the temptations i can't get next to you piano;ARTIST_TITLE;UNIV;piano;6
198301;3735;0;i can't get next to you piano;TITLE;UNIV;piano;6
198351;3735;0;i can't get next to you karaoke;TITLE;INDIV;karaoke;7
198401;3735;0;the temptations i can't get next to you instrumental;ARTIST_TITLE;UNIV;instrumental;7
198451;3735;0;i can't get next to you instrumental;TITLE;UNIV;instrumental;7
198501;3735;0;i can't get next to you savoy brown;TITLE;INDIV;savoy brown;8
198551;3735;0;the temptations i can't get next to you guitar;ARTIST_TITLE;UNIV;guitar;8
198601;3735;0;i can't get next to you guitar;TITLE;UNIV;guitar;8
198651;3735;0;i can't get next to you annie lennox;TITLE;INDIV;annie lennox;9
198701;3735;0;the temptations i can't get next to you guitar lesson;ARTIST_TITLE;UNIV;guitar lesson;9
198751;3735;0;i can't get next to you guitar lesson;TITLE;UNIV;guitar lesson;9
198801;3735;0;i can't get next to you al green lyrics;TITLE;INDIV;al green lyrics;10
198851;3735;0;the temptations i can't get next to you hq;ARTIST_TITLE;UNIV;hq;10
198901;3735;0;i can't get next to you hq;TITLE;UNIV;hq;10
198951;3735;0;i can't get next to you reaction;TITLE;INDIV;reaction;11
199001;3735;0;the temptations i can't get next to you text;ARTIST_TITLE;UNIV;text;11
199051;3735;0;i can't get next to you text;TITLE;UNIV;text;11
199101;3735;0;i can't get next to you steve harvey;TITLE;INDIV;steve harvey;12
199151;3735;0;the temptations i can't get next to you remastered;ARTIST_TITLE;UNIV;remastered;12
199201;3735;0;i can't get next to you remastered;TITLE;UNIV;remastered;12
199251;3735;0;the temptations i can't get next to you chords;ARTIST_TITLE;UNIV;chords;13
199301;3735;0;i can't get next to you chords;TITLE;UNIV;chords;13
199351;3735;0;the temptations i can't get next to you full album;ARTIST_TITLE;UNIV;full album;14
199401;3735;0;i can't get next to you full album;TITLE;UNIV;full album;14
199451;3780;1;mark chesnutt i don't want to miss a thing;ARTIST_TITLE;BASE;;0
199501;3780;1;i don't want to miss a thing;TITLE;BASE;;0
199551;3780;1;mark chesnutt i don't want to miss a thing lyrics;ARTIST_TITLE;INDIV;lyrics;0
199601;3780;1;i don't want to miss a thing aerosmith;TITLE;INDIV;aerosmith;0
199651;3780;1;mark chesnutt i don't want to miss a thing lyrics;ARTIST_TITLE;UNIV;lyrics;0
199701;3780;1;i don't want to miss a thing lyrics;TITLE;UNIV;lyrics;0
199751;3780;1;mark chesnutt i don't want to miss a thing chords;ARTIST_TITLE;INDIV;chords;1
199801;3780;1;i don't want to miss a thing lyrics;TITLE;INDIV;lyrics;1
199851;3780;1;mark chesnutt i don't want to miss a thing live;ARTIST_TITLE;UNIV;live;1
199901;3780;1;i don't want to miss a thing live;TITLE;UNIV;live;1
199951;3780;1;mark chesnutt i don't want to miss a thing album;ARTIST_TITLE;INDIV;album;2
200001;3780;1;i don't want to miss a thing karaoke;TITLE;INDIV;karaoke;2
200051;3780;1;mark chesnutt i don't want to miss a thing cover;ARTIST_TITLE;UNIV;cover;2
200101;3780;1;i don't want to miss a thing cover;TITLE;UNIV;cover;2
200151;3780;1;mark chesnutt i don't want to miss a thing mark chesnutt i don't want miss a thing karaoke;ARTIST_TITLE;INDIV;mark chesnutt i don't want miss a thing karaoke;3
200201;3780;1;i don't want to miss a thing cover;TITLE;INDIV;cover;3
200251;3780;1;mark chesnutt i don't want to miss a thing karaoke;ARTIST_TITLE;UNIV;karaoke;3
200301;3780;1;i don't want to miss a thing karaoke;TITLE;UNIV;karaoke;3
200351;3780;1;mark chesnutt i don't want to miss a thing mark chesnutt i don't want miss a thing lyrics;ARTIST_TITLE;INDIV;mark chesnutt i don't want miss a thing lyrics;4
200401;3780;1;i don't want to miss a thing live;TITLE;INDIV;live;4
200451;3780;1;mark chesnutt i don't want to miss a thing reaction;ARTIST_TITLE;UNIV;reaction;4
200501;3780;1;i don't want to miss a thing reaction;TITLE;UNIV;reaction;4
200551;3780;1;i don't want to miss a thing piano;TITLE;INDIV;piano;5
200601;3780;1;mark chesnutt i don't want to miss a thing remix;ARTIST_TITLE;UNIV;remix;5
200651;3780;1;i don't want to miss a thing remix;TITLE;UNIV;remix;5
200701;3780;1;i don't want to miss a thing acoustic;TITLE;INDIV;acoustic;6
200751;3780;1;mark chesnutt i don't want to miss a thing piano;ARTIST_TITLE;UNIV;piano;6
200801;3780;1;i don't want to miss a thing piano;TITLE;UNIV;piano;6
200851;3780;1;i don't want to miss a thing mark chesnutt;TITLE;INDIV;mark chesnutt;7
200901;3780;1;mark chesnutt i don't want to miss a thing instrumental;ARTIST_TITLE;UNIV;instrumental;7
200951;3780;1;i don't want to miss a thing instrumental;TITLE;UNIV;instrumental;7
201001;3780;1;i don't want to miss a thing instrumental;TITLE;INDIV;instrumental;8
201051;3780;1;mark chesnutt i don't want to miss a thing guitar;ARTIST_TITLE;UNIV;guitar;8
201101;3780;1;i don't want to miss a thing guitar;TITLE;UNIV;guitar;8
201151;3780;1;i don't want to miss a thing reaction;TITLE;INDIV;reaction;9
201201;3780;1;mark chesnutt i don't want to miss a thing guitar lesson;ARTIST_TITLE;UNIV;guitar lesson;9
201251;3780;1;i don't want to miss a thing guitar lesson;TITLE;UNIV;guitar lesson;9
201301;3780;1;i don't want to miss a thing aerosmith lyrics;TITLE;INDIV;aerosmith lyrics;10
201351;3780;1;mark chesnutt i don't want to miss a thing hq;ARTIST_TITLE;UNIV;hq;10
201401;3780;1;i don't want to miss a thing hq;TITLE;UNIV;hq;10
201451;3780;1;i don't want to miss a thing armageddon;TITLE;INDIV;armageddon;11
201501;3780;1;mark chesnutt i don't want to miss a thing text;ARTIST_TITLE;UNIV;text;11
201551;3780;1;i don't want to miss a thing text;TITLE;UNIV;text;11
201601;3780;1;i don't want to miss a thing the voice;TITLE;INDIV;the voice;12
201651;3780;1;mark chesnutt i don't want to miss a thing remastered;ARTIST_TITLE;UNIV;remastered;12
201701;3780;1;i don't want to miss a thing remastered;TITLE;UNIV;remastered;12
201751;3780;1;mark chesnutt i don't want to miss a thing chords;ARTIST_TITLE;UNIV;chords;13
201801;3780;1;i don't want to miss a thing chords;TITLE;UNIV;chords;13
201851;3780;1;mark chesnutt i don't want to miss a thing full album;ARTIST_TITLE;UNIV;full album;14
201901;3780;1;i don't want to miss a thing full album;TITLE;UNIV;full album;14
201951;3792;0;black sabbath war pigs;ARTIST_TITLE;BASE;;0
202001;3792;0;war pigs;TITLE;BASE;;0
202051;3792;0;black sabbath war pigs live;ARTIST_TITLE;INDIV;live;0
202101;3792;0;war pigs black sabbath;TITLE;INDIV;black sabbath;0
202151;3792;0;black sabbath war pigs lyrics;ARTIST_TITLE;UNIV;lyrics;0
202201;3792;0;war pigs lyrics;TITLE;UNIV;lyrics;0
202251;3792;0;black sabbath war pigs lyrics;ARTIST_TITLE;INDIV;lyrics;1
202301;3792;0;war pigs black sabbath lyrics;TITLE;INDIV;black sabbath lyrics;1
202351;3792;0;black sabbath war pigs live;ARTIST_TITLE;UNIV;live;1
202401;3792;0;war pigs live;TITLE;UNIV;live;1
202451;3792;0;black sabbath war pigs reaction;ARTIST_TITLE;INDIV;reaction;2
202501;3792;0;war pigs live;TITLE;INDIV;live;2
202551;3792;0;black sabbath war pigs cover;ARTIST_TITLE;UNIV;cover;2
202601;3792;0;war pigs cover;TITLE;UNIV;cover;2
202651;3792;0;black sabbath war pigs cover;ARTIST_TITLE;INDIV;cover;3
202701;3792;0;war pigs reaction;TITLE;INDIV;reaction;3
202745;3792;0;black sabbath war pigs karaoke;ARTIST_TITLE;UNIV;karaoke;3
202795;3792;0;war pigs karaoke;TITLE;UNIV;karaoke;3
202845;3792;0;black sabbath war pigs guitar lesson;ARTIST_TITLE;INDIV;guitar lesson;4
202895;3792;0;war pigs cover;TITLE;INDIV;cover;4
202945;3792;0;black sabbath war pigs reaction;ARTIST_TITLE;UNIV;reaction;4
202995;3792;0;war pigs reaction;TITLE;UNIV;reaction;4
203039;3792;0;black sabbath war pigs karaoke;ARTIST_TITLE;INDIV;karaoke;5
203089;3792;0;war pigs drum cover;TITLE;INDIV;drum cover;5
203139;3792;0;black sabbath war pigs remix;ARTIST_TITLE;UNIV;remix;5
203189;3792;0;war pigs remix;TITLE;UNIV;remix;5
203239;3792;0;black sabbath war pigs live 1970;ARTIST_TITLE;INDIV;live 1970;6
203289;3792;0;war pigs guitar lesson;TITLE;INDIV;guitar lesson;6
203339;3792;0;black sabbath war pigs piano;ARTIST_TITLE;UNIV;piano;6
203389;3792;0;war pigs piano;TITLE;UNIV;piano;6
203439;3792;0;black sabbath war pigs guitar cover;ARTIST_TITLE;INDIV;guitar cover;7
203489;3792;0;war pigs cake;TITLE;INDIV;cake;7
203539;3792;0;black sabbath war pigs instrumental;ARTIST_TITLE;UNIV;instrumental;7
203589;3792;0;war pigs instrumental;TITLE;UNIV;instrumental;7
203639;3792;0;black sabbath war pigs live reaction;ARTIST_TITLE;INDIV;live reaction;8
203689;3792;0;war pigs jack black;TITLE;INDIV;jack black;8
203739;3792;0;black sabbath war pigs guitar;ARTIST_TITLE;UNIV;guitar;8
203789;3792;0;war pigs guitar;TITLE;UNIV;guitar;8
203839;3792;0;black sabbath war pigs drum cover;ARTIST_TITLE;INDIV;drum cover;9
203889;3792;0;war pigs star wars;TITLE;INDIV;star wars;9
203939;3792;0;black sabbath war pigs guitar lesson;ARTIST_TITLE;UNIV;guitar lesson;9
203989;3792;0;war pigs guitar lesson;TITLE;UNIV;guitar lesson;9
204039;3792;0;black sabbath war pigs remix;ARTIST_TITLE;INDIV;remix;10
204089;3792;0;war pigs karaoke;TITLE;INDIV;karaoke;10
204139;3792;0;black sabbath war pigs hq;ARTIST_TITLE;UNIV;hq;10
204189;3792;0;war pigs hq;TITLE;UNIV;hq;10
204239;3792;0;black sabbath war pigs album;ARTIST_TITLE;INDIV;album;11
204289;3792;0;war pigs faith no more;TITLE;INDIV;faith no more;11
204339;3792;0;black sabbath war pigs text;ARTIST_TITLE;UNIV;text;11
204389;3792;0;war pigs text;TITLE;UNIV;text;11
204439;3792;0;black sabbath war pigs original version;ARTIST_TITLE;INDIV;original version;12
204489;3792;0;war pigs 300;TITLE;INDIV;300;12
204539;3792;0;black sabbath war pigs remastered;ARTIST_TITLE;UNIV;remastered;12
204589;3792;0;war pigs remastered;TITLE;UNIV;remastered;12
204639;3792;0;black sabbath war pigs chords;ARTIST_TITLE;UNIV;chords;13
204689;3792;0;war pigs chords;TITLE;UNIV;chords;13
204739;3792;0;black sabbath war pigs full album;ARTIST_TITLE;UNIV;full album;14
204789;3792;0;war pigs full album;TITLE;UNIV;full album;14
204839;3828;0;lady gaga bad romance;ARTIST_TITLE;BASE;;0
204889;3828;0;bad romance;TITLE;BASE;;0
204939;3828;0;lady gaga bad romance lyrics;ARTIST_TITLE;INDIV;lyrics;0
204989;3828;0;bad romance lady gaga;TITLE;INDIV;lady gaga;0
205039;3828;0;lady gaga bad romance lyrics;ARTIST_TITLE;UNIV;lyrics;0
205089;3828;0;bad romance lyrics;TITLE;UNIV;lyrics;0
205139;3828;0;lady gaga bad romance live;ARTIST_TITLE;INDIV;live;1
205189;3828;0;bad romance lady gaga lyrics;TITLE;INDIV;lady gaga lyrics;1
205239;3828;0;lady gaga bad romance live;ARTIST_TITLE;UNIV;live;1
205289;3828;0;bad romance live;TITLE;UNIV;live;1
205339;3828;0;lady gaga bad romance remix;ARTIST_TITLE;INDIV;remix;2
205389;3828;0;bad romance challenge;TITLE;INDIV;challenge;2
205439;3828;0;lady gaga bad romance cover;ARTIST_TITLE;UNIV;cover;2
205489;3828;0;bad romance cover;TITLE;UNIV;cover;2
205539;3828;0;lady gaga bad romance karaoke;ARTIST_TITLE;INDIV;karaoke;3
205589;3828;0;bad romance rock version;TITLE;INDIV;rock version;3
205639;3828;0;lady gaga bad romance karaoke;ARTIST_TITLE;UNIV;karaoke;3
205689;3828;0;bad romance karaoke;TITLE;UNIV;karaoke;3
205739;3828;0;lady gaga bad romance slowed;ARTIST_TITLE;INDIV;slowed;4
205789;3828;0;bad romance karaoke;TITLE;INDIV;karaoke;4
205839;3828;0;lady gaga bad romance reaction;ARTIST_TITLE;UNIV;reaction;4
205889;3828;0;bad romance reaction;TITLE;UNIV;reaction;4
205939;3828;0;lady gaga bad romance rock version;ARTIST_TITLE;INDIV;rock version;5
205989;3828;0;bad romance halestorm;TITLE;INDIV;halestorm;5
206039;3828;0;lady gaga bad romance remix;ARTIST_TITLE;UNIV;remix;5
206089;3828;0;bad romance remix;TITLE;UNIV;remix;5
206139;3828;0;lady gaga bad romance cover;ARTIST_TITLE;INDIV;cover;6
206189;3828;0;bad romance lyrics;TITLE;INDIV;lyrics;6
206239;3828;0;lady gaga bad romance piano;ARTIST_TITLE;UNIV;piano;6
206289;3828;0;bad romance piano;TITLE;UNIV;piano;6
206339;3828;0;lady gaga bad romance acoustic;ARTIST_TITLE;INDIV;acoustic;7
206389;3828;0;bad romance slowed;TITLE;INDIV;slowed;7
206439;3828;0;lady gaga bad romance instrumental;ARTIST_TITLE;UNIV;instrumental;7
206489;3828;0;bad romance instrumental;TITLE;UNIV;instrumental;7
206539;3828;0;lady gaga bad romance reaction;ARTIST_TITLE;INDIV;reaction;8
206589;3828;0;bad romance gacha life;TITLE;INDIV;gacha life;8
206639;3828;0;lady gaga bad romance guitar;ARTIST_TITLE;UNIV;guitar;8
206689;3828;0;bad romance guitar;TITLE;UNIV;guitar;8
206739;3828;0;lady gaga bad romance clean;ARTIST_TITLE;INDIV;clean;9
206788;3828;0;bad romance cover;TITLE;INDIV;cover;9
206838;3828;0;lady gaga bad romance guitar lesson;ARTIST_TITLE;UNIV;guitar lesson;9
206888;3828;0;bad romance guitar lesson;TITLE;UNIV;guitar lesson;9
206938;3828;0;lady gaga bad romance instrumental;ARTIST_TITLE;INDIV;instrumental;10
206988;3828;0;bad romance edit audio;TITLE;INDIV;edit audio;10
207038;3828;0;lady gaga bad romance hq;ARTIST_TITLE;UNIV;hq;10
207088;3828;0;bad romance hq;TITLE;UNIV;hq;10
207138;3828;0;lady gaga bad romance piano;ARTIST_TITLE;INDIV;piano;11
207188;3828;0;bad romance tiktok version;TITLE;INDIV;tiktok version;11
207238;3828;0;lady gaga bad romance text;ARTIST_TITLE;UNIV;text;11
207288;3828;0;bad romance text;TITLE;UNIV;text;11
207338;3828;0;lady gaga bad romance clean version;ARTIST_TITLE;INDIV;clean version;12
207388;3828;0;bad romance remix;TITLE;INDIV;remix;12
207438;3828;0;lady gaga bad romance remastered;ARTIST_TITLE;UNIV;remastered;12
207488;3828;0;bad romance remastered;TITLE;UNIV;remastered;12
207538;3828;0;lady gaga bad romance chords;ARTIST_TITLE;UNIV;chords;13
207588;3828;0;bad romance chords;TITLE;UNIV;chords;13
207638;3828;0;lady gaga bad romance full album;ARTIST_TITLE;UNIV;full album;14
207688;3828;0;bad romance full album;TITLE;UNIV;full album;14
207738;3909;0;backstreet boys i want it that way;ARTIST_TITLE;BASE;;0
207788;3909;0;i want it that way;TITLE;BASE;;0
207838;3909;0;backstreet boys i want it that way backstreet boys i want it that way;ARTIST_TITLE;INDIV;backstreet boys i want it that way;0
207888;3909;0;i want it that way brooklyn nine nine;TITLE;INDIV;brooklyn nine nine;0
207938;3909;0;backstreet boys i want it that way lyrics;ARTIST_TITLE;UNIV;lyrics;0
207977;3909;0;i want it that way lyrics;TITLE;UNIV;lyrics;0
208023;3909;0;backstreet boys i want it that way backstreet boys i want it that way live;ARTIST_TITLE;INDIV;live;1
208073;3909;0;i want it that way backstreet boy lyrics;TITLE;INDIV;backstreet boy lyrics;1
208123;3909;0;backstreet boys i want it that way live;ARTIST_TITLE;UNIV;live;1
208173;3909;0;i want it that way live;TITLE;UNIV;live;1
208223;3909;0;backstreet boys i want it that way backstreet boys i want it that way karaoke;ARTIST_TITLE;INDIV;karaoke;2
208273;3909;0;i want it that way karaoke;TITLE;INDIV;karaoke;2
208323;3909;0;backstreet boys i want it that way cover;ARTIST_TITLE;UNIV;cover;2
208373;3909;0;i want it that way cover;TITLE;UNIV;cover;2
208423;3909;0;backstreet boys i want it that way backstreet boys i want it that way brooklyn 99;ARTIST_TITLE;INDIV;brooklyn 99;3
208473;3909;0;i want it that way lyrics;TITLE;INDIV;lyrics;3
208519;3909;0;backstreet boys i want it that way karaoke;ARTIST_TITLE;UNIV;karaoke;3
208569;3909;0;i want it that way karaoke;TITLE;UNIV;karaoke;3
208619;3909;0;backstreet boys i want it that way backstreet boys i want it that way cover;ARTIST_TITLE;INDIV;cover;4
208669;3909;0;i want it that way lil uzi;TITLE;INDIV;lil uzi;4
208719;3909;0;backstreet boys i want it that way reaction;ARTIST_TITLE;UNIV;reaction;4
208769;3909;0;i want it that way reaction;TITLE;UNIV;reaction;4
208819;3909;0;backstreet boys i want it that way backstreet boys i want it that way reaction;ARTIST_TITLE;INDIV;reaction;5
208869;3909;0;i want it that way meme;TITLE;INDIV;meme;5
208919;3909;0;backstreet boys i want it that way remix;ARTIST_TITLE;UNIV;remix;5
208969;3909;0;i want it that way remix;TITLE;UNIV;remix;5
209019;3909;0;backstreet boys i want it that way backstreet boys i want it that way remix;ARTIST_TITLE;INDIV;remix;6
209069;3909;0;i want it that way cover;TITLE;INDIV;cover;6
209119;3909;0;backstreet boys i want it that way piano;ARTIST_TITLE;UNIV;piano;6
209169;3909;0;i want it that way piano;TITLE;UNIV;piano;6
209219;3909;0;backstreet boys i want it that way backstreet boys i want it that way instrumental;ARTIST_TITLE;INDIV;instrumental;7
209269;3909;0;i want it that way live;TITLE;INDIV;live;7
209319;3909;0;backstreet boys i want it that way instrumental;ARTIST_TITLE;UNIV;instrumental;7
209369;3909;0;i want it that way instrumental;TITLE;UNIV;instrumental;7
209419;3909;0;backstreet boys i want it that way backstreet boys i want it that way audio;ARTIST_TITLE;INDIV;audio;8
209469;3909;0;i want it that way backstreet boys;TITLE;INDIV;backstreet boys;8
209519;3909;0;backstreet boys i want it that way guitar;ARTIST_TITLE;UNIV;guitar;8
209569;3909;0;i want it that way guitar;TITLE;UNIV;guitar;8
209619;3909;0;backstreet boys i want it that way backstreet boys i want it that way acapella;ARTIST_TITLE;INDIV;acapella;9
209669;3909;0;i want it that way acapella;TITLE;INDIV;acapella;9
209719;3909;0;backstreet boys i want it that way guitar lesson;ARTIST_TITLE;UNIV;guitar lesson;9
209769;3909;0;i want it that way guitar lesson;TITLE;UNIV;guitar lesson;9
209819;3909;0;backstreet boys i want it that way backstreet boys i want it that way parody;ARTIST_TITLE;INDIV;parody;10
209869;3909;0;i want it that way remix;TITLE;INDIV;remix;10
209919;3909;0;backstreet boys i want it that way hq;ARTIST_TITLE;UNIV;hq;10
209969;3909;0;i want it that way hq;TITLE;UNIV;hq;10
210019;3909;0;backstreet boys i want it that way backstreet boys i want it that way piano;ARTIST_TITLE;INDIV;piano;11
210069;3909;0;i want it that way 1 hour;TITLE;INDIV;1 hour;11
210119;3909;0;backstreet boys i want it that way text;ARTIST_TITLE;UNIV;text;11
210169;3909;0;i want it that way text;TITLE;UNIV;text;11
210219;3909;0;backstreet boys i want it that way backstreet boys i want it that way 1 hour;ARTIST_TITLE;INDIV;1 hour;12
210269;3909;0;i want it that way piano;TITLE;INDIV;piano;12
210319;3909;0;backstreet boys i want it that way remastered;ARTIST_TITLE;UNIV;remastered;12
210369;3909;0;i want it that way remastered;TITLE;UNIV;remastered;12
210419;3909;0;backstreet boys i want it that way chords;ARTIST_TITLE;UNIV;chords;13
210469;3909;0;i want it that way chords;TITLE;UNIV;chords;13
210519;3909;0;backstreet boys i want it that way full album;ARTIST_TITLE;UNIV;full album;14
210569;3909;0;i want it that way full album;TITLE;UNIV;full album;14
210619;3913;0;extreme more than words;ARTIST_TITLE;BASE;;0
210669;3913;0;more than words;TITLE;BASE;;0
210719;3913;0;extreme more than words lyrics;ARTIST_TITLE;INDIV;lyrics;0
210769;3913;0;more than words karaoke;TITLE;INDIV;karaoke;0
210819;3913;0;extreme more than words lyrics;ARTIST_TITLE;UNIV;lyrics;0
210869;3913;0;more than words lyrics;TITLE;UNIV;lyrics;0
210919;3913;0;extreme more than words reaction;ARTIST_TITLE;INDIV;reaction;1
210969;3913;0;more than words lyrics;TITLE;INDIV;lyrics;1
211019;3913;0;extreme more than words live;ARTIST_TITLE;UNIV;live;1
211069;3913;0;more than words live;TITLE;UNIV;live;1
211119;3913;0;extreme more than words karaoke;ARTIST_TITLE;INDIV;karaoke;2
211169;3913;0;more than words extreme;TITLE;INDIV;extreme;2
211219;3913;0;extreme more than words cover;ARTIST_TITLE;UNIV;cover;2
211269;3913;0;more than words cover;TITLE;UNIV;cover;2
211319;3913;0;extreme more than words live;ARTIST_TITLE;INDIV;live;3
211369;3913;0;more than words guitar lesson;TITLE;INDIV;guitar lesson;3
211419;3913;0;extreme more than words karaoke;ARTIST_TITLE;UNIV;karaoke;3
211469;3913;0;more than words karaoke;TITLE;UNIV;karaoke;3
211519;3913;0;extreme more than words guitar lesson;ARTIST_TITLE;INDIV;guitar lesson;4
211569;3913;0;more than words extreme lyrics;TITLE;INDIV;extreme lyrics;4
211619;3913;0;extreme more than words reaction;ARTIST_TITLE;UNIV;reaction;4
211669;3913;0;more than words reaction;TITLE;UNIV;reaction;4
211719;3913;0;extreme more than words subtitulos español;ARTIST_TITLE;INDIV;subtitulos español;5
211769;3913;0;more than words cover;TITLE;INDIV;cover;5
211819;3913;0;extreme more than words remix;ARTIST_TITLE;UNIV;remix;5
211869;3913;0;more than words remix;TITLE;UNIV;remix;5
211919;3913;0;extreme more than words cover;ARTIST_TITLE;INDIV;cover;6
211969;3913;0;more than words can say;TITLE;INDIV;can say;6
212019;3913;0;extreme more than words piano;ARTIST_TITLE;UNIV;piano;6
212069;3913;0;more than words piano;TITLE;UNIV;piano;6
212119;3913;0;extreme more than words guitar;ARTIST_TITLE;INDIV;guitar;7
212169;3913;0;more than words jimmy fallon;TITLE;INDIV;jimmy fallon;7
212219;3913;0;extreme more than words instrumental;ARTIST_TITLE;UNIV;instrumental;7
212269;3913;0;more than words instrumental;TITLE;UNIV;instrumental;7
212319;3913;0;extreme more than words jack black;ARTIST_TITLE;INDIV;jack black;8
212369;3913;0;more than words jack black;TITLE;INDIV;jack black;8
212419;3913;0;extreme more than words guitar;ARTIST_TITLE;UNIV;guitar;8
212469;3913;0;more than words guitar;TITLE;UNIV;guitar;8
212519;3913;0;extreme more than words acoustic;ARTIST_TITLE;INDIV;acoustic;9
212569;3913;0;more than words westlife;TITLE;INDIV;westlife;9
212619;3913;0;extreme more than words guitar lesson;ARTIST_TITLE;UNIV;guitar lesson;9
212669;3913;0;more than words guitar lesson;TITLE;UNIV;guitar lesson;9
212719;3913;0;extreme more than words guitar cover;ARTIST_TITLE;INDIV;guitar cover;10
212769;3913;0;more than words guitar;TITLE;INDIV;guitar;10
212819;3913;0;extreme more than words hq;ARTIST_TITLE;UNIV;hq;10
212869;3913;0;more than words hq;TITLE;UNIV;hq;10
212919;3913;0;extreme more than words hq;ARTIST_TITLE;INDIV;hq;11
212969;3913;0;more than words frankie j;TITLE;INDIV;frankie j;11
213019;3913;0;extreme more than words text;ARTIST_TITLE;UNIV;text;11
213069;3913;0;more than words text;TITLE;UNIV;text;11
213119;3913;0;extreme more than words instrumental;ARTIST_TITLE;INDIV;instrumental;12
213169;3913;0;more than words live;TITLE;INDIV;live;12
213219;3913;0;extreme more than words remastered;ARTIST_TITLE;UNIV;remastered;12
213269;3913;0;more than words remastered;TITLE;UNIV;remastered;12
213319;3913;0;extreme more than words chords;ARTIST_TITLE;UNIV;chords;13
213369;3913;0;more than words chords;TITLE;UNIV;chords;13
213419;3913;0;extreme more than words full album;ARTIST_TITLE;UNIV;full album;14
213469;3913;0;more than words full album;TITLE;UNIV;full album;14
213519;3952;0;the rolling stones street fighting man;ARTIST_TITLE;BASE;;0
213569;3952;0;street fighting man;TITLE;BASE;;0
213574;3952;0;the rolling stones street fighting man live;ARTIST_TITLE;INDIV;live;0
213624;3952;0;street fighting man street fighting man;TITLE;INDIV;street fighting man;0
213674;3952;0;the rolling stones street fighting man lyrics;ARTIST_TITLE;UNIV;lyrics;0
213724;3952;0;street fighting man lyrics;TITLE;UNIV;lyrics;0
213774;3952;0;the rolling stones street fighting man lyrics;ARTIST_TITLE;INDIV;lyrics;1
213824;3952;0;street fighting man live;TITLE;INDIV;live;1
213874;3952;0;the rolling stones street fighting man live;ARTIST_TITLE;UNIV;live;1
213924;3952;0;street fighting man live;TITLE;UNIV;live;1
213974;3952;0;the rolling stones street fighting man live 1972;ARTIST_TITLE;INDIV;live 1972;2
214024;3952;0;street fighting man street fighting man guitar lesson;TITLE;INDIV;guitar lesson;2
214074;3952;0;the rolling stones street fighting man cover;ARTIST_TITLE;UNIV;cover;2
214124;3952;0;street fighting man cover;TITLE;UNIV;cover;2
214174;3952;0;the rolling stones street fighting man vinyl;ARTIST_TITLE;INDIV;vinyl;3
214224;3952;0;street fighting man lyrics;TITLE;INDIV;lyrics;3
214274;3952;0;the rolling stones street fighting man karaoke;ARTIST_TITLE;UNIV;karaoke;3
214324;3952;0;street fighting man karaoke;TITLE;UNIV;karaoke;3
214374;3952;0;the rolling stones street fighting man live 2021;ARTIST_TITLE;INDIV;live 2021;4
214424;3952;0;street fighting man street fighting man cover;TITLE;INDIV;cover;4
214474;3952;0;the rolling stones street fighting man reaction;ARTIST_TITLE;UNIV;reaction;4
214524;3952;0;street fighting man reaction;TITLE;UNIV;reaction;4
214574;3952;0;the rolling stones street fighting man youtube;ARTIST_TITLE;INDIV;youtube;5
214624;3952;0;street fighting man street fighting man oasis;TITLE;INDIV;oasis;5
214674;3952;0;the rolling stones street fighting man remix;ARTIST_TITLE;UNIV;remix;5
214724;3952;0;street fighting man remix;TITLE;UNIV;remix;5
214774;3952;0;the rolling stones street fighting man meaning;ARTIST_TITLE;INDIV;meaning;6
214824;3952;0;street fighting man street fighting man rod stewart;TITLE;INDIV;rod stewart;6
214874;3952;0;the rolling stones street fighting man piano;ARTIST_TITLE;UNIV;piano;6
214924;3952;0;street fighting man piano;TITLE;UNIV;piano;6
214974;3952;0;the rolling stones street fighting man chords;ARTIST_TITLE;INDIV;chords;7
215024;3952;0;street fighting man street fighting man bruce springsteen;TITLE;INDIV;bruce springsteen;7
215074;3952;0;the rolling stones street fighting man instrumental;ARTIST_TITLE;UNIV;instrumental;7
215124;3952;0;street fighting man instrumental;TITLE;UNIV;instrumental;7
215174;3952;0;the rolling stones street fighting man 2021;ARTIST_TITLE;INDIV;2021;8
215224;3952;0;street fighting man street fighting man lynch mob;TITLE;INDIV;lynch mob;8
215274;3952;0;the rolling stones street fighting man guitar;ARTIST_TITLE;UNIV;guitar;8
215324;3952;0;street fighting man guitar;TITLE;UNIV;guitar;8
215374;3952;0;the rolling stones street fighting man rolling stones street fighting man live 1969;ARTIST_TITLE;INDIV;rolling stones street fighting man live 1969;9
215424;3952;0;street fighting man street fighting man fantastic mr fox;TITLE;INDIV;fantastic mr fox;9
